"date","shown","clicked","converted","avg_cost_per_click","total_revenue","ad"
2015-10-08,35783,2200,252,1.27,1745.99,"ad_group_34"
2015-10-09,33476,2902,224,1.78,1528.18,"ad_group_34"
2015-10-10,33865,2441,232,1.48,3617.07,"ad_group_34"
2015-10-11,32164,2488,232,1.6,5485.74,"ad_group_34"
2015-10-12,33946,2988,261,1.82,4054.4,"ad_group_34"
2015-10-13,35945,3292,268,1.88,2502.92,"ad_group_34"
2015-10-14,33749,2707,221,1.65,2519.94,"ad_group_34"
2015-10-15,35284,3260,257,1.9,2215.11,"ad_group_34"
2015-10-16,35184,2798,271,1.64,3545.92,"ad_group_34"
2015-10-17,35244,2636,276,1.54,6838.87,"ad_group_34"
2015-10-18,33731,2993,272,1.82,7210.15,"ad_group_34"
2015-10-19,34061,2320,286,1.4,4176.25,"ad_group_34"
2015-10-20,35408,3556,268,2.06,6647.15,"ad_group_34"
2015-10-21,35712,2740,261,1.58,2760.57,"ad_group_34"
2015-10-22,35041,2822,253,1.66,1964.02,"ad_group_34"
2015-10-23,34620,2843,218,1.69,2201.39,"ad_group_34"
2015-10-24,34928,3163,246,1.86,5984.05,"ad_group_34"
2015-10-25,35049,2698,259,1.58,3516.68,"ad_group_34"
2015-10-26,34530,3239,226,1.92,2763,"ad_group_34"
2015-10-27,36539,3206,277,1.8,6653,"ad_group_34"
2015-10-28,36717,2976,276,1.66,4319.77,"ad_group_34"
2015-10-29,36711,2825,271,1.6,3312.85,"ad_group_34"
2015-10-30,37511,3102,254,1.7,5124.6,"ad_group_34"
2015-10-31,36064,3278,288,1.88,4047.19,"ad_group_34"
2015-11-01,37174,2907,258,1.61,2101.29,"ad_group_34"
2015-11-02,35625,2944,253,1.7,3226.19,"ad_group_34"
2015-11-03,34905,3494,258,2.05,6201.08,"ad_group_34"
2015-11-04,34967,2889,235,1.7,4390.07,"ad_group_34"
2015-11-05,34151,3198,266,1.92,5673.93,"ad_group_34"
2015-11-06,36004,3311,221,1.89,3569.62,"ad_group_34"
2015-11-07,34242,3152,259,1.9,4292.27,"ad_group_34"
2015-11-08,37736,3152,289,1.72,3456.7,"ad_group_34"
2015-11-09,34827,2711,289,1.61,3298.47,"ad_group_34"
2015-11-10,35644,2955,234,1.7,3033.79,"ad_group_34"
2015-11-11,35163,3106,302,1.81,4844.86,"ad_group_34"
2015-11-12,36907,3194,282,1.77,5799.54,"ad_group_34"
2015-11-13,35322,3050,252,1.77,4780.26,"ad_group_34"
2015-11-14,38900,2782,272,1.47,1609.34,"ad_group_34"
2015-11-15,37804,3064,284,1.68,3834.04,"ad_group_34"
2015-11-16,38160,3485,298,1.88,5048.79,"ad_group_34"
2015-11-17,35288,2938,274,1.72,5331.65,"ad_group_34"
2015-11-18,36339,3371,248,1.91,4743.83,"ad_group_34"
2015-11-19,36280,2812,320,1.6,5184.79,"ad_group_34"
2015-11-20,34609,2708,226,1.61,1931.91,"ad_group_34"
2015-11-21,36820,2729,265,1.53,4992.75,"ad_group_34"
2015-11-22,37536,3448,276,1.88,4572.3,"ad_group_34"
2015-10-01,63601,1020,1,0.39,17.31,"ad_group_35"
2015-10-02,59931,846,2,0.35,25.18,"ad_group_35"
2015-10-03,58528,781,1,0.33,27.8,"ad_group_35"
2015-10-04,59674,920,1,0.39,9.7,"ad_group_35"
2015-10-05,59311,878,1,0.38,18.83,"ad_group_35"
2015-10-06,59835,803,2,0.34,14.42,"ad_group_35"
2015-10-07,61638,884,2,0.36,28.26,"ad_group_35"
2015-10-08,62909,921,2,0.36,23.64,"ad_group_35"
2015-10-09,58437,976,2,0.39,48.94,"ad_group_35"
2015-10-10,59795,814,2,0.34,28.26,"ad_group_35"
2015-10-11,59090,926,2,0.38,27.47,"ad_group_35"
2015-10-12,62199,805,2,0.32,18.53,"ad_group_35"
2015-10-13,60102,1079,2,0.43,26.29,"ad_group_35"
2015-10-14,57357,922,1,0.4,11.9,"ad_group_35"
2015-10-15,61420,900,2,0.36,26.89,"ad_group_35"
2015-10-16,62640,1014,2,0.39,18.02,"ad_group_35"
2015-10-17,55010,687,2,0.32,18.73,"ad_group_35"
2015-10-18,64706,921,2,0.35,34.16,"ad_group_35"
2015-10-19,57689,788,1,0.34,3.56,"ad_group_35"
2015-10-20,63039,880,2,0.35,20.19,"ad_group_35"
2015-10-21,59734,1011,2,0.4,22.42,"ad_group_35"
2015-10-22,58113,694,2,0.3,28.63,"ad_group_35"
2015-10-23,61645,702,2,0.3,37.56,"ad_group_35"
2015-10-24,58787,786,1,0.34,13.54,"ad_group_35"
2015-10-25,62923,922,1,0.38,15.99,"ad_group_35"
2015-10-26,57421,812,1,0.35,10.11,"ad_group_35"
2015-10-27,63679,1012,2,0.39,28.62,"ad_group_35"
2015-10-28,56549,769,2,0.35,36.55,"ad_group_35"
2015-10-29,59141,882,1,0.36,10.11,"ad_group_35"
2015-10-30,58383,800,1,0.34,19.23,"ad_group_35"
2015-10-31,60570,755,2,0.32,33.9,"ad_group_35"
2015-11-01,63091,823,2,0.32,42.54,"ad_group_35"
2015-11-02,59404,811,2,0.33,24.46,"ad_group_35"
2015-11-03,58392,984,2,0.39,21.77,"ad_group_35"
2015-11-04,60929,848,2,0.35,33.37,"ad_group_35"
2015-11-05,62902,825,2,0.34,46.87,"ad_group_35"
2015-11-06,60141,855,2,0.35,34.48,"ad_group_35"
2015-11-07,63694,778,2,0.32,19.94,"ad_group_35"
2015-11-08,57895,860,2,0.36,33.42,"ad_group_35"
2015-11-09,59645,957,2,0.39,27.69,"ad_group_35"
2015-11-10,60487,984,1,0.39,18.53,"ad_group_35"
2015-11-11,59620,625,1,0.29,17.91,"ad_group_35"
2015-11-12,64896,860,2,0.34,29.78,"ad_group_35"
2015-11-13,59621,849,1,0.35,11.97,"ad_group_35"
2015-11-14,61781,877,2,0.35,37.87,"ad_group_35"
2015-11-15,60001,818,2,0.34,30.88,"ad_group_35"
2015-11-16,64149,1208,2,0.45,17.24,"ad_group_35"
2015-11-17,53628,748,2,0.36,16.05,"ad_group_35"
2015-11-18,61738,863,2,0.35,36.84,"ad_group_35"
2015-11-19,59720,932,2,0.37,38.29,"ad_group_35"
2015-11-20,60063,693,2,0.3,27.41,"ad_group_35"
2015-11-21,61625,724,2,0.31,27.73,"ad_group_35"
2015-11-22,58802,777,2,0.34,8,"ad_group_35"
2015-10-01,54745,409,17,0.8,156.6,"ad_group_36"
2015-10-02,59080,591,25,0.79,302.68,"ad_group_36"
2015-10-03,56011,320,18,0.68,249.21,"ad_group_36"
2015-10-04,59505,529,24,0.82,335.49,"ad_group_36"
2015-10-05,61201,486,23,0.79,317.38,"ad_group_36"
2015-10-06,57387,446,20,0.82,337.47,"ad_group_36"
2015-10-07,57339,484,22,0.85,270.1,"ad_group_36"
2015-10-08,64050,491,21,0.66,446.93,"ad_group_36"
2015-10-09,66181,570,22,0.8,432.52,"ad_group_36"
2015-10-10,64553,476,26,0.68,424.09,"ad_group_36"
2015-10-11,65934,485,27,0.77,423.91,"ad_group_36"
2015-10-12,67785,689,22,0.83,146.75,"ad_group_36"
2015-10-13,65273,493,24,0.67,553.19,"ad_group_36"
2015-10-14,65252,565,27,0.71,276.39,"ad_group_36"
2015-10-15,66720,546,27,0.76,446.78,"ad_group_36"
2015-10-16,69863,607,29,0.65,350.74,"ad_group_36"
2015-10-17,66782,634,28,0.84,472,"ad_group_36"
2015-10-18,68301,624,28,0.87,649.71,"ad_group_36"
2015-10-19,69072,542,23,0.8,251.91,"ad_group_36"
2015-10-20,68280,605,28,0.64,414.09,"ad_group_36"
2015-10-21,68694,549,26,0.79,400.41,"ad_group_36"
2015-10-22,67973,541,21,0.65,347.61,"ad_group_36"
2015-10-23,69831,560,27,0.77,669.89,"ad_group_36"
2015-10-24,69882,554,26,0.74,297.52,"ad_group_36"
2015-10-25,62567,498,26,0.81,494.43,"ad_group_36"
2015-10-26,72679,606,26,0.83,369.78,"ad_group_36"
2015-10-27,68910,603,26,0.73,150.27,"ad_group_36"
2015-10-28,67346,564,23,0.78,436.59,"ad_group_36"
2015-10-29,67578,567,25,0.8,417.22,"ad_group_36"
2015-10-30,69110,527,27,0.79,522.57,"ad_group_36"
2015-10-31,68739,582,32,0.71,682.24,"ad_group_36"
2015-11-01,65731,593,28,0.81,373.27,"ad_group_36"
2015-11-02,72368,603,27,0.69,279.89,"ad_group_36"
2015-11-03,68519,601,24,0.81,420.34,"ad_group_36"
2015-11-04,68881,509,26,0.73,476.55,"ad_group_36"
2015-11-05,67998,598,21,0.71,254.21,"ad_group_36"
2015-11-06,67883,628,25,0.79,209.49,"ad_group_36"
2015-11-07,71005,563,32,0.7,350.85,"ad_group_36"
2015-11-08,71452,486,26,0.75,168.51,"ad_group_36"
2015-11-09,68244,734,27,0.7,462.95,"ad_group_36"
2015-11-10,70134,572,31,0.68,359.24,"ad_group_36"
2015-11-11,65139,535,27,0.8,281.63,"ad_group_36"
2015-11-12,67326,578,26,0.72,393.26,"ad_group_36"
2015-11-13,69393,550,26,0.8,367.5,"ad_group_36"
2015-11-14,71294,640,29,0.82,425.79,"ad_group_36"
2015-11-15,73416,582,30,0.72,355.15,"ad_group_36"
2015-11-16,68478,633,25,0.77,346.9,"ad_group_36"
2015-11-17,71335,553,26,0.64,564.51,"ad_group_36"
2015-11-18,65058,465,21,0.75,436.57,"ad_group_36"
2015-11-19,72150,534,27,0.72,441.71,"ad_group_36"
2015-11-20,68167,532,27,0.72,294.41,"ad_group_36"
2015-11-21,71260,617,31,0.66,555.72,"ad_group_36"
2015-11-22,70553,565,26,0.65,233.35,"ad_group_36"
2015-10-01,64526,4803,257,1.8,4186.65,"ad_group_37"
2015-10-02,68744,5814,331,1.93,7923.28,"ad_group_37"
2015-10-03,66879,5624,249,2.01,3576.35,"ad_group_37"
2015-10-04,71882,4894,344,1.63,2434.52,"ad_group_37"
2015-10-05,69156,5924,335,1.99,4491.22,"ad_group_37"
2015-10-06,70573,5091,295,1.69,4204.71,"ad_group_37"
2015-10-07,71486,5555,274,1.88,2153.77,"ad_group_37"
2015-10-08,72862,5657,329,1.89,5635.35,"ad_group_37"
2015-10-09,69137,4886,295,1.68,4034.7,"ad_group_37"
2015-10-10,70872,5801,277,1.92,4922.23,"ad_group_37"
2015-10-11,73707,6056,318,1.93,2544.66,"ad_group_37"
2015-10-12,68855,5642,298,1.94,5797.78,"ad_group_37"
2015-10-13,72358,6684,288,2.11,4526.68,"ad_group_37"
2015-10-14,75078,5724,351,1.85,5268.41,"ad_group_37"
2015-10-15,73083,5718,287,1.9,3222.2,"ad_group_37"
2015-10-16,68899,4923,332,1.72,3875.24,"ad_group_37"
2015-10-17,69092,5689,243,1.92,2960.29,"ad_group_37"
2015-10-18,73733,6027,292,1.92,6456.2,"ad_group_37"
2015-10-19,74304,6080,371,1.91,7715.9,"ad_group_37"
2015-10-20,76692,6513,334,1.99,1796.81,"ad_group_37"
2015-10-21,76107,5539,361,1.76,6055.27,"ad_group_37"
2015-10-22,79483,6816,379,2,7247.7,"ad_group_37"
2015-10-23,77339,6041,334,1.84,4260.61,"ad_group_37"
2015-10-24,76102,5868,302,1.79,4372.39,"ad_group_37"
2015-10-25,76346,6234,303,1.9,3255.83,"ad_group_37"
2015-10-26,72719,4288,319,1.41,6927.18,"ad_group_37"
2015-10-27,75101,6016,302,1.86,5522.12,"ad_group_37"
2015-10-28,73597,5712,353,1.89,5553.58,"ad_group_37"
2015-10-29,73481,5202,318,1.71,5153.13,"ad_group_37"
2015-10-30,72531,5314,318,1.72,4548.71,"ad_group_37"
2015-10-31,73635,6367,270,2.03,4242.93,"ad_group_37"
2015-11-01,70904,6569,272,2.12,3390.52,"ad_group_37"
2015-11-02,73481,5558,284,1.84,3630.9,"ad_group_37"
2015-11-03,73645,6050,300,1.94,4487.43,"ad_group_37"
2015-11-04,74771,6361,318,1.99,5853.05,"ad_group_37"
2015-11-05,76168,7242,288,2.18,5602.27,"ad_group_37"
2015-11-06,73271,5005,343,1.61,6951.96,"ad_group_37"
2015-11-07,70562,5776,295,1.92,3593.93,"ad_group_37"
2015-11-08,73197,6478,343,2.08,5829.2,"ad_group_37"
2015-11-09,74510,6348,260,1.97,4436.13,"ad_group_37"
2015-11-10,73847,5272,333,1.68,5503.95,"ad_group_37"
2015-11-11,70479,6315,327,2.06,4020.4,"ad_group_37"
2015-11-12,69460,5542,310,1.89,4285.16,"ad_group_37"
2015-11-13,72323,6129,322,1.99,4121.41,"ad_group_37"
2015-11-14,71376,6351,320,2.06,4794.49,"ad_group_37"
2015-11-15,68617,6552,327,2.2,6414.74,"ad_group_37"
2015-11-16,74848,4927,291,1.54,5525.63,"ad_group_37"
2015-11-17,71313,5734,321,1.94,4946.35,"ad_group_37"
2015-11-18,71617,6668,324,2.15,2120.61,"ad_group_37"
2015-11-19,71088,6219,294,2.02,2503.99,"ad_group_37"
2015-11-20,74720,6184,341,1.93,6445.96,"ad_group_37"
2015-11-21,77180,6104,348,1.84,5411.25,"ad_group_37"
2015-11-22,75605,6969,336,2.16,6691.6,"ad_group_37"
2015-10-01,171855,10977,78,1.42,1806.32,"ad_group_38"
2015-10-02,158942,10794,73,1.48,1511.73,"ad_group_38"
2015-10-03,174593,10339,84,1.31,1324.19,"ad_group_38"
2015-10-04,163974,10892,82,1.45,1398.62,"ad_group_38"
2015-10-05,171412,10580,80,1.37,1363.95,"ad_group_38"
2015-10-06,169761,8780,74,1.17,1139.77,"ad_group_38"
2015-10-07,185302,12662,66,1.52,1180.93,"ad_group_38"
2015-10-08,171079,11290,73,1.47,971.2,"ad_group_38"
2015-10-09,171025,11222,73,1.48,1199.88,"ad_group_38"
2015-10-10,176514,10171,79,1.32,734.87,"ad_group_38"
2015-10-11,177515,10890,70,1.36,1233.94,"ad_group_38"
2015-10-12,177820,11201,81,1.39,826.08,"ad_group_38"
2015-10-13,176582,9316,77,1.21,769.8,"ad_group_38"
2015-10-14,173963,9889,58,1.29,456.21,"ad_group_38"
2015-10-15,173840,12924,83,1.64,683.35,"ad_group_38"
2015-10-16,186948,13391,84,1.6,1152.17,"ad_group_38"
2015-10-17,180587,12213,68,1.51,825.32,"ad_group_38"
2015-10-18,187300,10536,79,1.24,598.09,"ad_group_38"
2015-10-19,176444,12696,94,1.59,1398.6,"ad_group_38"
2015-10-20,173935,11164,80,1.45,749.2,"ad_group_38"
2015-10-21,174891,11029,83,1.41,908.33,"ad_group_38"
2015-10-22,177070,12363,90,1.53,56.83,"ad_group_38"
2015-10-23,176550,10737,69,1.38,1611.78,"ad_group_38"
2015-10-24,169106,9926,65,1.34,731.34,"ad_group_38"
2015-10-25,182002,11140,89,1.38,1388.3,"ad_group_38"
2015-10-26,183735,12699,75,1.51,1465.16,"ad_group_38"
2015-10-27,174992,11193,74,1.41,1249.92,"ad_group_38"
2015-10-28,165846,10404,75,1.41,1007.8,"ad_group_38"
2015-10-29,162887,9649,84,1.33,911.82,"ad_group_38"
2015-10-30,166964,9688,83,1.3,1054.03,"ad_group_38"
2015-10-31,165280,10629,88,1.43,959.64,"ad_group_38"
2015-11-01,179522,11545,81,1.43,914.7,"ad_group_38"
2015-11-02,174103,10464,77,1.36,1267.2,"ad_group_38"
2015-11-03,173219,11902,77,1.52,696.96,"ad_group_38"
2015-11-04,172441,10272,78,1.31,887.12,"ad_group_38"
2015-11-05,161785,10672,70,1.45,973.8,"ad_group_38"
2015-11-06,180309,9197,91,1.15,1437.83,"ad_group_38"
2015-11-07,180707,11906,75,1.45,1072.38,"ad_group_38"
2015-11-08,176303,11428,69,1.46,1458.43,"ad_group_38"
2015-11-09,174273,9844,89,1.26,1186.32,"ad_group_38"
2015-11-10,174256,9107,85,1.17,1069.38,"ad_group_38"
2015-11-11,180971,10458,73,1.29,1468.65,"ad_group_38"
2015-11-12,181922,10138,75,1.26,597.6,"ad_group_38"
2015-11-13,184036,10895,83,1.32,1367.19,"ad_group_38"
2015-11-14,173271,11062,65,1.4,1729.61,"ad_group_38"
2015-11-15,170972,12453,79,1.62,867.5,"ad_group_38"
2015-11-16,173170,9754,80,1.28,1318.55,"ad_group_38"
2015-11-17,181101,12726,92,1.53,1736.56,"ad_group_38"
2015-11-18,177337,11281,65,1.4,1304.37,"ad_group_38"
2015-11-19,176147,11071,88,1.4,1091.88,"ad_group_38"
2015-11-20,174599,11219,86,1.45,1473.27,"ad_group_38"
2015-11-21,181753,11129,74,1.37,710.37,"ad_group_38"
2015-11-22,173351,10383,80,1.34,1107.61,"ad_group_38"
2015-10-01,21868,896,1,1.79,20.22,"ad_group_39"
2015-10-02,23487,957,1,1.69,16.66,"ad_group_39"
2015-10-03,21925,754,1,1.38,10.45,"ad_group_39"
2015-10-04,21892,986,1,1.66,22.32,"ad_group_39"
2015-10-05,23877,812,1,1.56,12.02,"ad_group_39"
2015-10-06,23248,889,1,1.38,8.27,"ad_group_39"
2015-10-07,23251,859,1,1.42,16.65,"ad_group_39"
2015-10-08,23655,1054,1,1.69,20.57,"ad_group_39"
2015-10-09,25398,1037,2,1.67,34.93,"ad_group_39"
2015-10-10,24007,882,1,1.53,16.81,"ad_group_39"
2015-10-11,24845,1165,1,1.85,14.56,"ad_group_39"
2015-10-12,26121,754,2,1.25,28.07,"ad_group_39"
2015-10-13,26085,1127,2,1.75,27.64,"ad_group_39"
2015-10-14,27764,1369,2,1.74,35.85,"ad_group_39"
2015-10-15,26028,1067,2,1.58,39.99,"ad_group_39"
2015-10-16,26508,856,1,1.38,17.25,"ad_group_39"
2015-10-17,25588,1025,1,1.56,17.07,"ad_group_39"
2015-10-18,24643,992,2,1.53,27.21,"ad_group_39"
2015-10-19,25936,1021,1,1.56,12.26,"ad_group_39"
2015-10-20,25618,959,2,1.48,26.46,"ad_group_39"
2015-10-21,26859,960,2,1.5,14.94,"ad_group_39"
2015-10-22,25983,1138,1,1.72,14.73,"ad_group_39"
2015-10-23,26134,1007,1,1.59,8.44,"ad_group_39"
2015-10-24,25174,794,1,1.39,21.35,"ad_group_39"
2015-10-25,24000,909,1,1.58,16.8,"ad_group_39"
2015-10-26,25987,786,2,1.51,35.45,"ad_group_39"
2015-10-27,24797,846,1,1.51,13.22,"ad_group_39"
2015-10-28,26153,1110,2,1.72,38.15,"ad_group_39"
2015-10-29,25116,984,2,1.59,33.79,"ad_group_39"
2015-10-30,25753,1201,1,1.76,26.03,"ad_group_39"
2015-10-31,24357,901,1,1.54,5.65,"ad_group_39"
2015-11-01,24070,978,1,1.56,19.69,"ad_group_39"
2015-11-02,25605,1114,1,1.67,22.37,"ad_group_39"
2015-11-03,27313,1156,2,1.54,29.86,"ad_group_39"
2015-11-04,26187,1028,1,1.52,21.04,"ad_group_39"
2015-11-05,25296,1242,1,1.76,13.66,"ad_group_39"
2015-11-06,25683,892,1,1.48,21.48,"ad_group_39"
2015-11-07,25857,891,1,1.54,13.65,"ad_group_39"
2015-11-08,26848,1090,1,1.72,8.6,"ad_group_39"
2015-11-09,25235,1017,1,1.77,23.7,"ad_group_39"
2015-11-10,25879,926,1,1.51,10.51,"ad_group_39"
2015-11-11,26485,1084,1,1.64,19.78,"ad_group_39"
2015-11-12,25473,1069,1,1.7,22.95,"ad_group_39"
2015-11-13,25475,1087,1,1.73,15.11,"ad_group_39"
2015-11-14,24097,961,1,1.67,8.57,"ad_group_39"
2015-11-15,26676,1076,1,1.61,24.03,"ad_group_39"
2015-11-16,26552,1289,2,1.83,28.66,"ad_group_39"
2015-11-17,26804,1104,1,1.62,11.72,"ad_group_39"
2015-11-18,26630,935,2,1.46,3.36,"ad_group_39"
2015-11-19,25364,1011,1,1.61,14.92,"ad_group_39"
2015-11-20,25388,842,1,1.53,14.7,"ad_group_39"
2015-11-21,25534,1035,1,1.5,20.52,"ad_group_39"
2015-11-22,24202,1122,1,1.67,12.85,"ad_group_39"
2015-10-01,67611,1094,34,0.94,677.19,"ad_group_40"
2015-10-02,71018,1060,30,0.91,350.42,"ad_group_40"
2015-10-03,75323,1171,33,1.04,599.11,"ad_group_40"
2015-10-04,74099,1077,30,0.96,435.3,"ad_group_40"
2015-10-05,74188,1164,34,0.99,472.39,"ad_group_40"
2015-10-06,72287,1245,33,0.87,902,"ad_group_40"
2015-10-07,74536,1218,35,0.97,662.84,"ad_group_40"
2015-10-08,75332,1116,35,0.91,588.48,"ad_group_40"
2015-10-09,74610,1484,32,1.01,508.2,"ad_group_40"
2015-10-10,76254,1205,33,0.97,738.16,"ad_group_40"
2015-10-11,78582,1232,36,0.92,396.01,"ad_group_40"
2015-10-12,81249,1438,33,1.18,408.06,"ad_group_40"
2015-10-13,80239,977,35,0.89,369.76,"ad_group_40"
2015-10-14,75823,1370,40,0.94,656.61,"ad_group_40"
2015-10-15,76738,1182,36,0.95,854.4,"ad_group_40"
2015-10-16,81843,1249,41,0.96,420.28,"ad_group_40"
2015-10-17,76464,1272,37,1,356.17,"ad_group_40"
2015-10-18,78954,1212,39,0.93,844.58,"ad_group_40"
2015-10-19,79883,1343,34,0.89,230.16,"ad_group_40"
2015-10-20,81383,1392,34,0.92,327.86,"ad_group_40"
2015-10-21,78776,1303,32,1.04,453.94,"ad_group_40"
2015-10-22,77436,1201,34,0.97,581.39,"ad_group_40"
2015-10-23,79366,1122,34,1,454.2,"ad_group_40"
2015-10-24,74743,1311,38,1.04,346.91,"ad_group_40"
2015-10-25,71129,1317,30,1.16,556.21,"ad_group_40"
2015-10-26,77591,1265,37,0.96,859.38,"ad_group_40"
2015-10-27,78166,1107,37,0.93,373.1,"ad_group_40"
2015-10-28,80270,1151,41,0.96,-92.06,"ad_group_40"
2015-10-29,75934,852,31,0.88,471.8,"ad_group_40"
2015-10-30,81931,1401,37,0.89,435.49,"ad_group_40"
2015-10-31,77791,1283,36,1.05,624.08,"ad_group_40"
2015-11-01,75657,1117,35,0.99,456.86,"ad_group_40"
2015-11-02,79224,1155,35,0.96,582.28,"ad_group_40"
2015-11-03,81000,1276,30,1.03,483.05,"ad_group_40"
2015-11-04,75922,1523,33,1.07,625.9,"ad_group_40"
2015-11-05,78165,1499,28,0.95,433.99,"ad_group_40"
2015-11-06,78742,1423,37,1.05,578.95,"ad_group_40"
2015-11-07,78026,1608,38,1.23,543.94,"ad_group_40"
2015-11-08,74639,1446,35,1.08,654.11,"ad_group_40"
2015-11-09,78442,1483,35,1.11,279.14,"ad_group_40"
2015-11-10,81670,1423,35,0.95,560.69,"ad_group_40"
2015-11-11,82808,1380,37,0.98,310.7,"ad_group_40"
2015-11-12,79615,1250,38,0.98,653.12,"ad_group_40"
2015-11-13,81387,1551,34,1.13,550.35,"ad_group_40"
2015-11-14,80037,1330,34,1.06,641.91,"ad_group_40"
2015-11-15,77695,1418,32,1.07,632.65,"ad_group_40"
2015-11-16,76121,1216,37,0.94,322.06,"ad_group_40"
2015-11-17,79471,1271,36,0.95,695.57,"ad_group_40"
2015-11-18,78111,1326,37,1.01,553.36,"ad_group_40"
2015-11-19,79857,1413,34,1,840.72,"ad_group_40"
2015-11-20,75695,1332,35,1.09,468.95,"ad_group_40"
2015-11-21,73761,1336,36,1.11,437.03,"ad_group_40"
2015-11-22,77907,1391,34,0.99,409.3,"ad_group_40"
